월,일,운량,일누적 자외선 A(MJ/m2),일최대 홍반자외선 B(W/m2 ),누적자외선위험,최대자외선위험,자외선위험,자외선위험
3,4,4.6,0.56,0.079,0,0,0,Normal
3,5,0.3,0.88,0.117,0,0,0,Normal
3,6,1.9,0.7,0.102,0,0,0,Normal
3,7,1.6,0.69,0.1,0,0,0,Normal
3,8,5.9,0.61,0.068,0,0,0,Normal
3,9,4.5,0.65,0.101,0,0,0,Normal
3,10,0,0.83,0.105,0,0,0,Normal
3,11,0.4,0.8,0.098,0,0,0,Normal
3,12,8.9,0.13,0.02,0,0,0,Normal
3,13,9.5,0.25,0.029,0,0,0,Normal
3,14,2.8,0.81,0.088,0,0,0,Normal
3,15,0.4,0.8,0.106,0,0,0,Normal
3,16,1.5,0.67,0.086,0,0,0,Normal
3,17,6.4,0.63,0.127,0,0,0,Normal
3,18,6.1,0.53,0.099,0,0,0,Normal
3,19,9,0.24,0.043,0,0,0,Normal
3,20,5.1,0.78,0.104,0,0,0,Normal
3,21,0.1,0.88,0.121,0,0,0,Normal
3,22,0,0.86,0.109,0,0,0,Normal
3,23,2.5,0.87,0.103,0,0,0,Normal
3,24,4.8,0.74,0.107,0,0,0,Normal
3,25,10,0.2,0.041,0,0,0,Normal
3,26,5,0.7,0.116,0,0,0,Normal
3,27,6.3,0.62,0.086,0,0,0,Normal
3,28,5.6,0.92,0.11,0,0,0,Normal
3,29,9.6,0.34,0.055,0,0,0,Normal
3,30,2.9,1.03,0.119,1,0,1,Danger
3,31,3.9,0.81,0.112,0,0,0,Normal
4,1,0.1,0.9,0.108,0,0,0,Normal
4,2,2.9,0.98,0.12,0,0,0,Normal
4,3,6.4,0.41,0.079,0,0,0,Normal
4,4,1,1.12,0.141,1,0,1,Danger
4,5,3.1,1.03,0.11,1,0,1,Danger
4,6,0.6,0.95,0.146,0,0,0,Normal
4,7,3.6,1.04,0.138,1,0,1,Danger
4,8,0,0.98,0.136,0,0,0,Normal
4,9,5,0.53,0.103,0,0,0,Normal
4,10,5.4,0.78,0.125,0,0,0,Normal
4,11,7.5,0.54,0.093,0,0,0,Normal
4,12,9.4,0.76,0.111,0,0,0,Normal
4,13,6.5,0.72,0.117,0,0,0,Normal
4,14,0,0.84,0.127,0,0,0,Normal
4,15,6,0.71,0.124,0,0,0,Normal
4,16,4.3,1.03,0.147,1,0,1,Danger
4,17,6.8,0.51,0.091,0,0,0,Normal
4,18,5.1,0.99,0.113,0,0,0,Normal
4,19,7.3,0.63,0.122,0,0,0,Normal
4,20,4.3,0.98,0.158,0,0,0,Normal
4,21,4.3,0.84,0.167,0,0,0,Normal
4,22,2.3,0.87,0.156,0,0,0,Normal
4,23,0,1.06,0.125,1,0,1,Danger
4,24,0.1,0.96,0.111,0,0,0,Normal
4,25,0.4,1.06,0.117,1,0,1,Danger
4,26,8,0.69,0.108,0,0,0,Normal
4,27,10,0.24,0.034,0,0,0,Normal
4,28,10,0.29,0.041,0,0,0,Normal
4,29,8.6,0.51,0.095,0,0,0,Normal
4,30,2.6,1.22,0.149,1,0,1,Danger
5,1,0,1.2,0.148,1,0,1,Danger
5,2,5.8,0.87,0.119,0,0,0,Normal
5,3,1.3,1.33,0.17,1,1,1,Danger
5,4,6.5,0.88,0.142,0,0,0,Normal
5,5,1,1.3,0.169,1,1,1,Danger
5,6,0,1.29,0.15,1,0,1,Danger
5,7,5.1,1.15,0.152,1,0,1,Danger
5,8,6.3,0.73,0.131,0,0,0,Normal
5,9,1.1,1.21,0.141,1,0,1,Danger
5,10,0.1,1.25,0.132,1,0,1,Danger
5,11,8.5,0.44,0.092,0,0,0,Normal
5,12,4.5,1.25,0.177,1,1,1,Danger
5,13,1.4,1.21,,1,0,1,Danger
5,14,5,1.18,0.18,1,1,1,Danger
5,15,2.4,1.34,0.191,1,1,1,Danger
5,16,1.8,1.18,0.148,1,0,1,Danger
5,17,3.3,0.99,0.114,0,0,0,Normal
5,18,2.8,1.17,0.15,1,0,1,Danger
5,19,4.4,1.15,0.155,1,0,1,Danger
5,20,5.8,0.84,0.109,0,0,0,Normal
5,21,3.5,0.99,,0,0,0,Normal
5,22,0.9,1.11,0.251,1,1,1,Danger
5,23,5.1,0.66,0.089,0,0,0,Normal
5,24,7.4,0.91,0.144,0,0,0,Normal
5,25,9.5,0.49,0.087,0,0,0,Normal
5,26,4.1,1.43,0.183,1,1,1,Danger
5,27,0.5,1.27,0.134,1,0,1,Danger
5,28,1.6,0.97,0.129,0,0,0,Normal
5,29,3.5,1.39,0.145,1,0,1,Danger
5,30,0,1.28,0.122,1,0,1,Danger
5,31,1.3,1.23,0.136,1,0,1,Danger
6,1,8.5,0.71,0.116,0,0,0,Normal
6,2,10,0.33,0.059,0,0,0,Normal
6,3,9.9,0.82,0.167,0,0,0,Normal
6,4,6.9,1.28,0.166,1,0,1,Danger
6,5,6.6,0.84,0.169,0,1,1,Danger
6,6,0,1.45,0.174,1,1,1,Danger
6,7,5.5,1.29,0.167,1,0,1,Danger
6,8,7.9,0.99,0.121,0,0,0,Normal
6,9,7.3,1.15,0.149,1,0,1,Danger
6,10,5.6,1.23,0.131,1,0,1,Danger
6,11,6.9,1.21,0.143,1,0,1,Danger
6,12,6.4,1.27,0.131,1,0,1,Danger
6,13,5.5,1.07,0.137,1,0,1,Danger
6,14,3.8,1.32,0.167,1,0,1,Danger
6,15,4.3,1.19,0.163,1,0,1,Danger
6,16,7.5,1.2,0.146,1,0,1,Danger
6,17,8.9,0.7,0.102,0,0,0,Normal
6,18,3.6,1.3,0.151,1,0,1,Danger
6,19,7.3,0.92,0.14,0,0,0,Normal
6,20,8.1,1.05,0.137,1,0,1,Danger
6,21,9,0.88,0.13,0,0,0,Normal
6,22,6.4,1.35,0.164,1,0,1,Danger
6,23,6.5,1.32,0.157,1,0,1,Danger
6,24,4.4,1.33,0.16,1,0,1,Danger
6,25,5.3,1.24,0.17,1,1,1,Danger
6,26,4.6,1.28,0.17,1,1,1,Danger
6,27,4.8,1.48,0.169,1,1,1,Danger
6,28,5.5,1.28,0.154,1,0,1,Danger
6,29,5.8,1.44,0.168,1,0,1,Danger
6,30,5,1.37,0.16,1,0,1,Danger
7,1,4,1.37,0.163,1,0,1,Danger
7,2,9.5,0.52,0.083,0,0,0,Normal
7,3,9.8,0.46,0.074,0,0,0,Normal
7,4,5.5,1.44,0.184,1,1,1,Danger
7,5,7.8,0.81,0.098,0,0,0,Normal
7,6,8.6,0.8,0.139,0,0,0,Normal
7,7,5,1.41,0.192,1,1,1,Danger
7,8,7.4,1.23,0.212,1,1,1,Danger
7,9,7.3,0.94,0.181,0,1,1,Danger
7,10,6,1.29,0.219,1,1,1,Danger
7,11,3.6,1.34,0.168,1,0,1,Danger
7,12,9,0.68,0.145,0,0,0,Normal
7,13,9.4,0.58,0.09,0,0,0,Normal
7,14,5.5,1.1,0.159,1,0,1,Danger
7,15,9.5,0.87,0.131,0,0,0,Normal
7,16,6.9,1.21,0.163,1,0,1,Danger
7,17,9.1,0.59,0.082,0,0,0,Normal
7,18,8.6,0.93,0.173,0,1,1,Danger
7,19,8.3,0.9,0.142,0,0,0,Normal
7,20,6.4,1.06,0.161,1,0,1,Danger
7,21,6.1,1.18,0.176,1,1,1,Danger
7,22,9.5,0.73,0.161,0,0,0,Normal
7,23,10,0.35,0.103,0,0,0,Normal
7,24,9.6,0.65,0.205,0,1,1,Danger
7,25,9,1.31,0.215,1,1,1,Danger
7,26,6.6,1.07,0.184,1,1,1,Danger
7,27,3.1,1.25,0.153,1,0,1,Danger
7,28,6.3,0.9,0.135,0,0,0,Normal
7,29,6.9,1.05,0.186,1,1,1,Danger
7,30,4.9,1.45,0.199,1,1,1,Danger
7,31,5.6,1.3,0.199,1,1,1,Danger
8,1,7,1.06,0.229,1,1,1,Danger
8,2,8.6,0.72,0.14,0,0,0,Normal
8,3,9.6,0.48,0.051,0,0,0,Normal
8,4,8.6,0.6,0.094,0,0,0,Normal
8,5,7,0.76,0.127,0,0,0,Normal
8,6,9.8,0.32,0.055,0,0,0,Normal
8,7,8.6,0.41,0.055,0,0,0,Normal
8,8,5.6,0.85,,0,0,0,Normal
8,9,4.8,1.31,,1,0,1,Danger
8,10,7.6,0.53,0.125,0,0,0,Normal
8,11,4,1.34,,1,0,1,Danger
8,12,5.9,1.11,0.197,1,1,1,Danger
8,13,10,0.36,0.07,0,0,0,Normal
8,14,10,0.35,0.103,0,0,0,Normal
8,15,6,0.92,0.192,0,1,1,Danger
8,16,5.9,1.12,0.21,1,1,1,Danger
8,17,10,0.26,0.07,0,0,0,Normal
8,18,10,0.67,0.201,0,1,1,Danger
8,19,9.5,0.66,0.148,0,0,0,Normal
8,20,9.1,0.89,0.226,0,1,1,Danger
8,21,9.9,0.26,0.056,0,0,0,Normal
8,22,6.3,1.08,0.178,1,1,1,Danger
8,23,6.1,1.11,0.198,1,1,1,Danger
8,24,8.4,0.69,0.203,0,1,1,Danger
8,25,9.3,0.61,0.186,0,1,1,Danger
8,26,5.8,1.12,0.193,1,1,1,Danger
8,27,6.5,0.79,0.219,0,1,1,Danger
8,28,4,1.1,0.199,1,1,1,Danger
8,29,5.8,1.05,0.198,1,1,1,Danger
8,30,2.3,1.15,0.189,1,1,1,Danger
8,31,5.6,0.84,0.171,0,1,1,Danger
9,1,4.3,0.86,0.191,0,1,1,Danger
9,2,9.3,0.4,0.063,0,0,0,Normal
9,3,9.6,0.4,0.122,0,0,0,Normal
9,4,3.9,1.16,,1,0,1,Danger
9,5,5.6,1.06,0.184,1,1,1,Danger
9,6,4,1.1,0.175,1,1,1,Danger
9,7,5.6,0.79,0.182,0,1,1,Danger
9,8,1.6,1.12,0.171,1,1,1,Danger
9,9,5.8,0.78,0.169,0,1,1,Danger
9,10,0.3,1.16,0.168,1,0,1,Danger
9,11,3.1,0.92,0.164,0,0,0,Normal
9,12,7.6,0.47,0.078,0,0,0,Normal
9,13,1.1,0.92,0.164,0,0,0,Normal
9,14,5.8,0.94,0.149,0,0,0,Normal
9,15,7.8,0.79,0.161,0,0,0,Normal
9,16,6,1.01,0.186,1,1,1,Danger
9,17,7.6,0.77,0.189,0,1,1,Danger
9,18,6.4,0.79,0.167,0,0,0,Normal
9,19,0.4,1.05,0.184,1,1,1,Danger
9,20,0.6,0.99,0.173,0,1,1,Danger
9,21,2.4,0.9,0.174,0,1,1,Danger
9,22,0.8,0.71,0.177,0,1,1,Danger
9,23,5.5,0.87,,0,0,0,Normal
9,24,8.1,0.54,0.145,0,0,0,Normal
9,25,4.7,0.84,0.156,0,0,0,Normal
9,26,6.5,0.69,0.144,0,0,0,Normal
9,27,5,0.79,0.142,0,0,0,Normal
9,28,9,0.67,0.139,0,0,0,Normal
9,29,9.3,0.29,0.053,0,0,0,Normal
9,30,5.4,0.62,,0,0,0,Normal
10,1,4.1,0.74,0.149,0,0,0,Normal
10,2,7.3,0.41,0.121,0,0,0,Normal
10,3,5.1,0.49,0.102,0,0,0,Normal
10,4,0.3,0.89,0.157,0,0,0,Normal
10,5,0.5,0.87,,0,0,0,Normal
10,7,0.9,,0.14,0,0,0,Normal
10,8,1.1,,0.139,0,0,0,Normal
10,9,3.4,,0.132,0,0,0,Normal
10,10,0.9,,0.133,0,0,0,Normal
10,11,0,0.84,0.145,0,0,0,Normal
10,12,5,0.68,0.141,0,0,0,Normal
10,13,3.1,0.81,0.149,0,0,0,Normal
10,14,0,0.79,0.136,0,0,0,Normal
10,15,0.3,0.78,0.12,0,0,0,Normal
10,16,3.4,0.76,0.122,0,0,0,Normal
10,17,0.9,0.79,0.129,0,0,0,Normal
10,18,0,0.61,0.112,0,0,0,Normal
10,19,5.5,0.56,0.105,0,0,0,Normal
10,20,10,0.07,0.013,0,0,0,Normal
10,21,10,0.11,0.025,0,0,0,Normal
10,22,4.1,0.71,0.113,0,0,0,Normal
10,23,1.3,0.65,0.098,0,0,0,Normal
10,24,3.5,0.64,0.097,0,0,0,Normal
10,25,2.3,0.66,0.099,0,0,0,Normal
10,26,5.8,0.58,0.107,0,0,0,Normal
10,27,0,0.69,0.103,0,0,0,Normal
10,28,0,0.6,0.101,0,0,0,Normal
10,29,2,0.57,0.09,0,0,0,Normal
10,30,6.6,0.45,0.084,0,0,0,Normal
10,31,10,0.17,0.049,0,0,0,Normal
11,1,7.4,0.56,0.099,0,0,0,Normal
11,2,6.5,0.34,0.078,0,0,0,Normal
11,3,2.1,0.55,0.093,0,0,0,Normal
11,4,0.1,0.64,0.092,0,0,0,Normal
11,5,3.6,0.56,0.093,0,0,0,Normal
11,6,4,0.39,0.063,0,0,0,Normal
11,7,3.4,0.61,0.093,0,0,0,Normal
11,8,7.9,0.34,0.062,0,0,0,Normal
11,9,1.6,0.43,0.076,0,0,0,Normal
11,10,1,0.53,0.073,0,0,0,Normal
11,11,5.4,0.47,0.077,0,0,0,Normal
11,12,7.4,0.34,0.078,0,0,0,Normal
11,13,7.5,0.33,0.075,0,0,0,Normal
11,14,3.4,,0.062,0,0,0,Normal
11,15,4.4,0.48,0.07,0,0,0,Normal
11,16,8.4,0.35,0.05,0,0,0,Normal
11,17,5.6,0.38,0.055,0,0,0,Normal
11,18,0,0.52,0.064,0,0,0,Normal
11,19,1.6,0.45,0.061,0,0,0,Normal
11,20,1.5,0.45,0.056,0,0,0,Normal
11,21,2.1,0.47,0.069,0,0,0,Normal
11,22,7.5,,0.022,0,0,0,Normal
11,23,9.8,0.34,0.049,0,0,0,Normal
11,24,10,0.11,0.018,0,0,0,Normal
11,25,7.8,0.41,0.069,0,0,0,Normal
11,26,4.9,0.21,0.029,0,0,0,Normal
11,27,1.9,0.47,0.061,0,0,0,Normal
11,28,9.3,0.08,0.017,0,0,0,Normal
11,29,5.6,0.29,0.051,0,0,0,Normal
11,30,9.9,,0.035,0,0,0,Normal
12,1,8.4,0.23,0.041,0,0,0,Normal
12,2,6.8,0.37,0.042,0,0,0,Normal
12,4,5.4,0.28,0.033,0,0,0,Normal
12,5,6.9,0.36,0.04,0,0,0,Normal
12,6,5.9,0.38,0.038,0,0,0,Normal
12,7,8,0.3,0.038,0,0,0,Normal
12,8,2,0.39,0.037,0,0,0,Normal
12,9,2.8,0.44,0.046,0,0,0,Normal
12,10,9,0.22,0.029,0,0,0,Normal
12,11,7.5,0.27,0.036,0,0,0,Normal
12,12,6.6,0.27,0.04,0,0,0,Normal
12,13,5.9,0.32,0.043,0,0,0,Normal
12,14,2.8,0.28,0.028,0,0,0,Normal
12,15,9.5,0.19,0.027,0,0,0,Normal
12,16,8.3,0.21,0.031,0,0,0,Normal
12,17,6.8,0.23,0.027,0,0,0,Normal
12,18,0,0.45,0.046,0,0,0,Normal
12,19,7.3,0.28,0.033,0,0,0,Normal
12,20,3.9,0.36,0.045,0,0,0,Normal
12,21,5,0.33,0.036,0,0,0,Normal
12,22,4.5,0.27,0.04,0,0,0,Normal
12,23,6.9,0.25,0.031,0,0,0,Normal
12,24,6.6,0.27,0.03,0,0,0,Normal
12,25,0.6,0.43,0.047,0,0,0,Normal
12,26,0.5,0.43,0.045,0,0,0,Normal
12,27,2.6,0.38,0.045,0,0,0,Normal
12,28,6,0.18,0.024,0,0,0,Normal
12,29,4.8,0.26,0.029,0,0,0,Normal
12,30,1.3,0.33,0.036,0,0,0,Normal
12,31,6.5,0.36,0.04,0,0,0,Normal
1,1,7.3,0.29,0.036,0,0,0,Normal
1,2,4.3,0.34,0.037,0,0,0,Normal
1,3,4.5,0.4,0.041,0,0,0,Normal
1,4,3.6,0.36,0.038,0,0,0,Normal
1,5,8.5,0.32,0.051,0,0,0,Normal
1,6,3.6,0.47,0.063,0,0,0,Normal
1,7,1.4,0.46,0.056,0,0,0,Normal
1,8,0,0.44,0.056,0,0,0,Normal
1,9,3.6,0.21,0.031,0,0,0,Normal
1,10,0.6,0.4,0.054,0,0,0,Normal
1,11,0.8,0.46,0.05,0,0,0,Normal
1,12,0,0.45,0.05,0,0,0,Normal
1,13,5.5,0.35,0.048,0,0,0,Normal
1,14,9.3,0.2,0.034,0,0,0,Normal
1,15,3.4,0.3,0.044,0,0,0,Normal
1,16,8.1,0.12,0.027,0,0,0,Normal
1,17,0.4,0.49,0.054,0,0,0,Normal
1,18,6.5,0.31,0.05,0,0,0,Normal
1,19,7.3,0.34,0.054,0,0,0,Normal
1,20,3.4,0.43,0.063,0,0,0,Normal
1,21,9,0.18,0.021,0,0,0,Normal
1,22,4,0.43,0.041,0,0,0,Normal
1,23,5.1,0.48,0.056,0,0,0,Normal
1,24,5.6,0.42,0.047,0,0,0,Normal
1,25,9,0.12,0.026,0,0,0,Normal
1,26,9.3,0.14,0.019,0,0,0,Normal
1,27,1.3,0.55,0.057,0,0,0,Normal
1,28,2.5,0.45,0.054,0,0,0,Normal
1,29,8.6,0.28,0.038,0,0,0,Normal
1,30,3.4,0.47,0.062,0,0,0,Normal
1,31,0.1,0.57,0.073,0,0,0,Normal
2,1,0.6,0.48,0.076,0,0,0,Normal
2,2,2.4,0.55,0.066,0,0,0,Normal
2,3,5.1,0.48,0.057,0,0,0,Normal
2,4,2.4,0.23,0.021,0,0,0,Normal
2,5,1.3,0.51,0.04,0,0,0,Normal
2,6,3.1,0.51,0.056,0,0,0,Normal
2,7,6.1,0.5,0.059,0,0,0,Normal
2,8,3.1,0.58,0.07,0,0,0,Normal
2,9,2.9,0.48,0.064,0,0,0,Normal
2,10,3.4,0.46,0.04,0,0,0,Normal
2,11,4.1,0.29,0.032,0,0,0,Normal
2,12,0.1,0.68,0.063,0,0,0,Normal
2,14,2.9,0.49,0.054,0,0,0,Normal
2,15,8.6,0.32,0.048,0,0,0,Normal
2,16,10,0.09,0.018,0,0,0,Normal
2,17,9.6,0.33,0.066,0,0,0,Normal
2,18,8.1,0.37,0.064,0,0,0,Normal
2,19,1.3,0.69,0.085,0,0,0,Normal
2,20,4.4,0.57,0.087,0,0,0,Normal
2,21,9.6,0.18,0.034,0,0,0,Normal
2,22,8.1,0.45,0.067,0,0,0,Normal
2,23,4.9,0.62,0.084,0,0,0,Normal
2,24,2.4,0.67,0.079,0,0,0,Normal
2,25,7.4,0.52,0.078,0,0,0,Normal
2,26,5,0.76,0.086,0,0,0,Normal
2,27,3.6,0.68,0.088,0,0,0,Normal
2,28,8.1,0.33,0.072,0,0,0,Normal
3,1,5.3,0.62,0.085,0,0,0,Normal
3,2,1.3,0.68,0.079,0,0,0,Normal
3,3,9,0.43,0.069,0,0,0,Normal
3,4,2.4,0.78,0.098,0,0,0,Normal
3,5,4.1,0.75,0.094,0,0,0,Normal
3,6,0.9,0.75,0.114,0,0,0,Normal
3,7,0.3,0.84,0.106,0,0,0,Normal
3,8,2.6,0.68,0.088,0,0,0,Normal
3,9,4.6,0.77,0.101,0,0,0,Normal
3,10,2.1,0.85,0.104,0,0,0,Normal
3,11,2.3,0.67,0.073,0,0,0,Normal
3,12,2.4,0.87,0.09,0,0,0,Normal
3,13,4,0.77,0.088,0,0,0,Normal
3,14,2.1,0.82,0.114,0,0,0,Normal
3,15,2.5,0.75,0.101,0,0,0,Normal
3,16,1.9,0.69,0.104,0,0,0,Normal
3,17,6.8,0.49,0.086,0,0,0,Normal
3,18,9,0.22,0.037,0,0,0,Normal
3,19,3.1,0.92,0.141,0,0,0,Normal
3,20,5.5,0.81,0.129,0,0,0,Normal
3,21,1.8,0.77,0.101,0,0,0,Normal
3,22,3.8,0.87,0.11,0,0,0,Normal
3,23,0,1,0.122,0,0,0,Normal
3,24,0,1.02,0.125,1,0,1,Danger
3,25,0,1.05,0.134,1,0,1,Danger
3,26,0,1,0.12,0,0,0,Normal
3,27,0.5,1.01,0.118,1,0,1,Danger
3,28,3.1,1.03,0.152,1,0,1,Danger
3,29,5.1,0.61,0.107,0,0,0,Normal
3,30,2,0.96,0.133,0,0,0,Normal
3,31,8.8,0.16,0.032,0,0,0,Normal
4,1,7.6,0.79,0.159,0,0,0,Normal
4,2,8.4,0.69,0.17,0,1,1,Danger
4,3,7.5,0.71,0.157,0,0,0,Normal
4,4,8.3,0.62,0.126,0,0,0,Normal
4,5,10,0.21,0.05,0,0,0,Normal
4,6,8.9,0.41,0.078,0,0,0,Normal
4,7,6.9,0.98,0.158,0,0,0,Normal
4,8,5.9,0.95,0.159,0,0,0,Normal
4,9,3.8,0.98,0.16,0,0,0,Normal
4,10,0,1.04,0.153,1,0,1,Danger
4,11,0.8,1.08,0.154,1,0,1,Danger
4,12,7.6,0.62,0.12,0,0,0,Normal
4,13,9.8,0.35,0.065,0,0,0,Normal
4,14,10,0.58,0.084,0,0,0,Normal
4,15,4.3,0.99,0.136,0,0,0,Normal
4,16,3.6,0.4,0.07,0,0,0,Normal
4,17,1.6,1.13,0.162,1,0,1,Danger
4,18,5.5,0.61,0.077,0,0,0,Normal
4,19,9.6,0.26,0.074,0,0,0,Normal
4,20,6,0.63,0.184,0,1,1,Danger
4,21,3.1,1.21,0.18,1,1,1,Danger
4,22,2.3,1.03,0.135,1,0,1,Danger
4,23,4.4,1.12,0.158,1,0,1,Danger
4,24,1.9,1.04,0.147,1,0,1,Danger
4,25,0,1.27,0.158,1,0,1,Danger
4,26,0,1.11,0.145,1,0,1,Danger
4,27,1.3,1.26,0.169,1,1,1,Danger
4,28,8,0.75,0.138,0,0,0,Normal
4,29,9.6,0.28,0.049,0,0,0,Normal
4,30,3.8,1.26,0.2,1,1,1,Danger
5,1,0.5,0.96,0.214,0,1,1,Danger
5,2,5.6,1.14,0.213,1,1,1,Danger
5,3,9.4,0.54,0.165,0,0,0,Normal
5,4,2.6,1.26,0.189,1,1,1,Danger
5,5,0.1,1.36,0.207,1,1,1,Danger
5,6,7,0.91,0.176,0,1,1,Danger
5,7,4.4,1.07,0.151,1,0,1,Danger
5,8,7.3,0.67,0.105,0,0,0,Normal
5,9,5.1,1.24,0.177,1,1,1,Danger
5,10,0.3,1.11,0.197,1,1,1,Danger
5,11,7.6,0.64,0.172,0,1,1,Danger
5,12,6.3,1.24,0.182,1,1,1,Danger
5,13,1.9,1.28,0.177,1,1,1,Danger
5,14,3.8,1.17,0.175,1,1,1,Danger
5,15,7.6,0.48,0.126,0,0,0,Normal
5,16,0.8,1.32,0.211,1,1,1,Danger
5,17,4.4,1.22,0.202,1,1,1,Danger
5,18,7.8,0.87,0.214,0,1,1,Danger
5,19,9.3,0.41,0.085,0,0,0,Normal
5,20,0.6,1.42,0.175,1,1,1,Danger
5,21,1.3,1.42,0.217,1,1,1,Danger
5,22,4.9,1.33,0.203,1,1,1,Danger
5,23,2.8,1.34,0.214,1,1,1,Danger
5,24,0,1.48,0.21,1,1,1,Danger
5,25,1.3,0.87,0.141,0,0,0,Normal
5,26,3.6,1.29,0.231,1,1,1,Danger
5,27,2.8,1.46,0.232,1,1,1,Danger
5,28,3.8,1.41,0.236,1,1,1,Danger
5,29,5.8,1.27,0.249,1,1,1,Danger
5,30,6.8,0.65,0.205,0,1,1,Danger
5,31,4.5,1.23,0.195,1,1,1,Danger
6,1,5.9,1.39,0.23,1,1,1,Danger
6,2,7.5,1.11,0.223,1,1,1,Danger
6,3,3.9,1.35,0.235,1,1,1,Danger
6,4,5.5,1.23,0.23,1,1,1,Danger
6,5,8,1.24,0.2,1,1,1,Danger
6,6,1.9,1.19,0.181,1,1,1,Danger
6,7,2.6,1.4,0.206,1,1,1,Danger
6,8,7.6,0.85,0.126,0,0,0,Normal
6,9,6.4,0.99,0.23,0,1,1,Danger
6,10,2.5,1.27,0.208,1,1,1,Danger
6,11,8,0.54,0.141,0,0,0,Normal
6,12,5.4,1,0.186,0,1,1,Danger
6,13,6.3,0.76,0.123,0,0,0,Normal
6,14,8,0.75,0.13,0,0,0,Normal
6,15,7.5,1.04,0.196,1,1,1,Danger
6,16,3.4,1.23,0.203,1,1,1,Danger
6,17,9.1,0.82,0.175,0,1,1,Danger
6,18,7.6,1.17,0.207,1,1,1,Danger
6,19,4.5,1.27,0.187,1,1,1,Danger
6,20,9.5,0.32,0.059,0,0,0,Normal
6,21,2.5,1.45,0.198,1,1,1,Danger
6,22,4.9,1.4,0.186,1,1,1,Danger
6,23,4.9,1.39,0.181,1,1,1,Danger
6,24,7,1.08,0.205,1,1,1,Danger
6,25,9.4,0.57,0.136,0,0,0,Normal
6,26,8.6,0.93,0.178,0,1,1,Danger
6,27,2.3,1.54,0.231,1,1,1,Danger
6,28,3.1,1.34,0.228,1,1,1,Danger
6,29,7.1,1.23,0.241,1,1,1,Danger
6,30,9.3,0.9,0.255,0,1,1,Danger
7,1,3.8,1.27,0.247,1,1,1,Danger
7,2,5.9,1.17,0.181,1,1,1,Danger
7,3,3.5,1.38,0.2,1,1,1,Danger
7,4,1.5,1.49,0.193,1,1,1,Danger
7,5,3.3,1.4,0.197,1,1,1,Danger
7,6,5.9,1.27,0.204,1,1,1,Danger
7,7,8.4,0.74,0.139,0,0,0,Normal
7,8,9.6,0.88,0.199,0,1,1,Danger
7,9,9.1,0.57,0.13,0,0,0,Normal
7,10,5.3,1.28,0.269,1,1,1,Danger
7,11,8.3,0.99,0.227,0,1,1,Danger
7,12,10,0.39,0.12,0,0,0,Normal
7,13,8.6,0.64,0.138,0,0,0,Normal
7,14,7.1,1.01,0.176,1,1,1,Danger
7,15,4.4,1.09,0.191,1,1,1,Danger
7,16,4,1.37,0.23,1,1,1,Danger
7,17,4.9,1.45,0.254,1,1,1,Danger
7,18,9.5,0.7,0.208,0,1,1,Danger
7,19,8.3,0.74,0.161,0,0,0,Normal
7,20,7.9,0.9,0.218,0,1,1,Danger
7,21,9.6,1.1,0.225,1,1,1,Danger
7,22,7.4,0.85,0.168,0,0,0,Normal
7,23,8.9,0.48,0.13,0,0,0,Normal
7,24,10,0.35,0.122,0,0,0,Normal
7,25,10,0.33,0.089,0,0,0,Normal
7,26,4.6,1.23,0.259,1,1,1,Danger
7,27,9.9,0.41,0.11,0,0,0,Normal
7,28,8.6,0.82,0.19,0,1,1,Danger
7,29,7.6,0.77,0.176,0,1,1,Danger
7,30,6.9,1.12,0.209,1,1,1,Danger
7,31,5.8,0.89,0.225,0,1,1,Danger
8,1,7.1,1.22,0.224,1,1,1,Danger
8,2,7.9,0.69,0.156,0,0,0,Normal
8,3,5.6,1.09,0.207,1,1,1,Danger
8,4,8.5,1.06,0.212,1,1,1,Danger
8,5,4.1,1.13,0.223,1,1,1,Danger
8,6,3.8,1.32,0.229,1,1,1,Danger
8,7,3.1,1.25,0.217,1,1,1,Danger
8,8,5.5,0.92,0.227,0,1,1,Danger
8,9,6.6,1.2,0.244,1,1,1,Danger
8,10,7.9,0.75,0.133,0,0,0,Normal
8,11,8.9,0.36,0.077,0,0,0,Normal
8,12,1.4,1.28,0.225,1,1,1,Danger
8,13,1.8,1.16,0.211,1,1,1,Danger
8,14,2.6,1.26,0.207,1,1,1,Danger
8,15,4,1.05,0.183,1,1,1,Danger
8,16,8.5,0.43,0.083,0,0,0,Normal
8,17,2.1,1.16,0.204,1,1,1,Danger
8,18,5.5,1.07,,1,0,1,Danger
8,19,9,0.72,0.138,0,0,0,Normal
8,20,9.8,0.75,,0,0,0,Normal
8,21,8.8,0.74,,0,0,0,Normal
8,22,7.9,0.79,,0,0,0,Normal
8,23,6.4,1.2,,1,0,1,Danger
8,24,8.3,0.74,,0,0,0,Normal
8,25,9.6,0.52,,0,0,0,Normal
8,27,4.5,1.17,0.205,1,1,1,Danger
8,28,4.9,0.97,0.193,0,1,1,Danger
8,29,2.9,1.11,0.195,1,1,1,Danger
8,30,2,1.14,0.178,1,1,1,Danger
8,31,5.1,1.05,0.156,1,0,1,Danger
9,1,7,1.06,0.181,1,1,1,Danger
9,2,8.3,0.5,0.11,0,0,0,Normal
9,3,2.4,,0.179,0,1,1,Danger
9,4,5.6,1.12,0.173,1,1,1,Danger
