월,일,운량,일누적 자외선 A(MJ/m2),일최대 홍반자외선 B(W/m2 ),누적자외선위험,최대자외선위험,자외선위험,자외선위험
3,5,7.4,0.54,0.085,0,0,0,Normal
3,6,1.5,0.78,0.112,0,0,0,Normal
3,7,4.5,0.7,0.11,0,0,0,Normal
3,8,2.6,0.72,0.094,0,0,0,Normal
3,9,0.6,0.71,0.1,0,0,0,Normal
3,10,0.1,0.77,0.114,0,0,0,Normal
3,11,3,0.73,0.11,0,0,0,Normal
3,12,5.8,0.64,0.097,0,0,0,Normal
3,13,4.1,0.76,0.128,0,0,0,Normal
3,14,0,0.82,0.114,0,0,0,Normal
3,15,0.5,0.82,0.13,0,0,0,Normal
3,16,2.6,0.74,0.11,0,0,0,Normal
3,17,1.6,0.76,0.12,0,0,0,Normal
3,18,2.9,0.73,0.125,0,0,0,Normal
3,19,0.3,0.75,0.127,0,0,0,Normal
3,20,7.6,0.27,0.043,0,0,0,Normal
3,21,0.9,0.84,0.125,0,0,0,Normal
3,22,5,0.74,0.141,0,0,0,Normal
3,23,4.4,0.71,0.095,0,0,0,Normal
3,24,7.1,0.63,0.111,0,0,0,Normal
3,25,7,0.68,0.103,0,0,0,Normal
3,26,7.1,0.69,0.095,0,0,0,Normal
3,27,5.1,0.61,0.083,0,0,0,Normal
3,28,9,0.63,0.1,0,0,0,Normal
3,29,4,0.86,0.136,0,0,0,Normal
3,30,4.1,0.88,0.142,0,0,0,Normal
3,31,7.4,0.64,0.092,0,0,0,Normal
4,1,1.5,0.9,0.114,0,0,0,Normal
4,2,0.4,0.9,0.123,0,0,0,Normal
4,3,2.5,0.93,0.141,0,0,0,Normal
4,4,3.9,0.88,0.143,0,0,0,Normal
4,5,10,0.19,0.05,0,0,0,Normal
4,6,9.1,0.55,0.111,0,0,0,Normal
4,7,6,0.78,0.149,0,0,0,Normal
4,8,7.6,0.8,0.15,0,0,0,Normal
4,9,6.1,0.94,0.172,0,1,1,Danger
4,10,6.3,0.93,0.188,0,1,1,Danger
4,11,4.6,0.93,0.185,0,1,1,Danger
4,12,1.1,1,0.174,0,1,1,Danger
4,13,1.4,0.86,0.124,0,0,0,Normal
4,14,6.6,0.66,0.134,0,0,0,Normal
4,15,1.5,1.05,0.145,1,0,1,Danger
4,16,8.4,0.9,0.182,0,1,1,Danger
4,17,6.8,0.3,0.057,0,0,0,Normal
4,18,4.8,0.52,0.1,0,0,0,Normal
4,19,1.5,1.06,0.171,1,1,1,Danger
4,20,8,0.35,0.082,0,0,0,Normal
4,21,4.9,0.87,0.125,0,0,0,Normal
4,22,1,1.08,0.14,1,0,1,Danger
4,23,0,1.12,0.153,1,0,1,Danger
4,24,2.4,1.14,0.164,1,0,1,Danger
4,25,7.9,0.81,0.127,0,0,0,Normal
4,26,4.6,1.1,0.169,1,1,1,Danger
4,27,0.1,1.14,0.15,1,0,1,Danger
4,28,1.8,0.98,0.144,0,0,0,Normal
4,29,2.3,1.05,0.154,1,0,1,Danger
4,30,1.6,1,0.164,0,0,0,Normal
5,1,2.5,0.98,0.178,0,1,1,Danger
5,2,4,0.95,0.164,0,0,0,Normal
5,3,0,1.18,0.196,1,1,1,Danger
5,4,6.5,0.86,0.195,0,1,1,Danger
5,5,5.1,1.24,0.224,1,1,1,Danger
5,6,2.3,1.06,0.203,1,1,1,Danger
5,7,0.4,1.15,0.168,1,0,1,Danger
5,8,9.3,0.57,0.09,0,0,0,Normal
5,9,9.5,0.49,0.184,0,1,1,Danger
5,10,6,0.93,0.187,0,1,1,Danger
5,11,8.3,0.92,0.144,0,0,0,Normal
5,12,7.6,0.45,0.08,0,0,0,Normal
5,13,4.6,0.76,0.168,0,0,0,Normal
5,14,0.5,1.27,0.189,1,1,1,Danger
5,15,1.1,1.28,0.198,1,1,1,Danger
5,16,5.5,1.09,0.164,1,0,1,Danger
5,17,1,1.1,0.179,1,1,1,Danger
5,18,0.9,0.88,0.173,0,1,1,Danger
5,19,0.3,1.27,0.199,1,1,1,Danger
5,20,5.1,1.15,0.195,1,1,1,Danger
5,21,2.4,1.14,0.213,1,1,1,Danger
5,22,2.5,1,0.224,0,1,1,Danger
5,23,8.3,0.79,0.166,0,0,0,Normal
5,24,4.3,1.13,0.188,1,1,1,Danger
5,25,0.5,1.1,0.17,1,1,1,Danger
5,26,0.4,1.37,0.196,1,1,1,Danger
5,27,0,1.3,0.195,1,1,1,Danger
5,28,0.8,1.07,0.156,1,0,1,Danger
5,29,1.5,1.14,0.178,1,1,1,Danger
5,30,5,1.07,0.198,1,1,1,Danger
5,31,6.5,0.8,0.169,0,1,1,Danger
6,1,4.9,0.69,0.117,0,0,0,Normal
6,2,2.8,1.58,0.199,1,1,1,Danger
6,3,1.9,1.52,0.212,1,1,1,Danger
6,4,0.6,1.64,0.226,1,1,1,Danger
6,5,5.5,1.53,0.224,1,1,1,Danger
6,6,9.6,0.45,0.077,0,0,0,Normal
6,7,9.6,0.57,0.122,0,0,0,Normal
6,8,5.9,1.27,0.216,1,1,1,Danger
6,9,6.4,1.42,0.192,1,1,1,Danger
6,10,8.1,1.03,0.179,1,1,1,Danger
6,11,0.8,1.63,0.2,1,1,1,Danger
6,12,6.1,1.29,0.189,1,1,1,Danger
6,13,4.8,1.49,0.191,1,1,1,Danger
6,14,3,1.55,0.186,1,1,1,Danger
6,15,2.6,1.45,0.185,1,1,1,Danger
6,16,3.1,1.42,0.167,1,0,1,Danger
6,17,0.1,1.42,0.164,1,0,1,Danger
6,18,0.6,1.37,0.192,1,1,1,Danger
6,19,5.5,1.48,0.209,1,1,1,Danger
6,20,7,0.82,0.125,0,0,0,Normal
6,21,4,1.61,0.217,1,1,1,Danger
6,22,3.1,1.54,0.205,1,1,1,Danger
6,23,3.3,1.55,0.203,1,1,1,Danger
6,24,9.1,0.58,0.127,0,0,0,Normal
6,25,5.8,1.37,0.181,1,1,1,Danger
6,26,7.6,1.06,0.159,1,0,1,Danger
6,27,7,1.19,0.184,1,1,1,Danger
6,28,6.9,1.42,0.186,1,1,1,Danger
6,29,5.4,1.2,0.158,1,0,1,Danger
6,30,8.4,1.22,0.18,1,1,1,Danger
7,1,9.6,0.33,0.054,0,0,0,Normal
7,2,9.9,0.46,0.147,0,0,0,Normal
7,3,10,0.48,0.085,0,0,0,Normal
7,4,8,1.22,0.195,1,1,1,Danger
7,5,5.6,1.36,0.205,1,1,1,Danger
7,6,7.3,1.23,0.189,1,1,1,Danger
7,7,9.8,0.51,0.119,0,0,0,Normal
7,8,9.9,0.46,0.191,0,1,1,Danger
7,9,9.9,1.09,0.203,1,1,1,Danger
7,10,10,0.25,0.074,0,0,0,Normal
7,11,9.5,0.56,0.087,0,0,0,Normal
7,12,5.5,1.4,0.202,1,1,1,Danger
7,13,3.9,1.33,0.185,1,1,1,Danger
7,14,7.9,1.06,0.184,1,1,1,Danger
7,15,10,0.87,0.221,0,1,1,Danger
7,16,10,0.47,0.094,0,0,0,Normal
7,17,10,0.4,0.072,0,0,0,Normal
7,18,9,0.81,0.216,0,1,1,Danger
7,19,7,1.14,0.192,1,1,1,Danger
7,20,2.9,1.31,0.197,1,1,1,Danger
7,21,7.6,1.1,0.178,1,1,1,Danger
7,22,9.1,0.66,0.099,0,0,0,Normal
7,23,9.6,0.49,0.143,0,0,0,Normal
7,24,9.6,0.28,0.041,0,0,0,Normal
7,25,5,1.32,0.206,1,1,1,Danger
7,26,4,1.11,0.192,1,1,1,Danger
7,27,6.5,1.28,0.208,1,1,1,Danger
7,28,9.4,0.63,0.151,0,0,0,Normal
7,29,7.8,1.23,0.199,1,1,1,Danger
7,30,6.9,1.32,0.205,1,1,1,Danger
7,31,9.6,0.21,0.045,0,0,0,Normal
8,1,6.3,1.06,0.218,1,1,1,Danger
8,2,3.6,1.31,0.231,1,1,1,Danger
8,3,3.3,1.36,0.213,1,1,1,Danger
8,4,4,1.43,0.211,1,1,1,Danger
8,5,4,1.48,0.215,1,1,1,Danger
8,6,5.9,0.96,0.177,0,1,1,Danger
8,7,2.3,1.39,0.176,1,1,1,Danger
8,8,7.1,0.91,0.178,0,1,1,Danger
8,9,9.1,0.73,0.164,0,0,0,Normal
8,10,5.5,1.25,0.187,1,1,1,Danger
8,11,3,1.4,0.182,1,1,1,Danger
8,12,4.9,0.96,0.185,0,1,1,Danger
8,13,9,0.51,0.072,0,0,0,Normal
8,14,10,0.39,0.117,0,0,0,Normal
8,15,9.4,0.38,0.107,0,0,0,Normal
8,16,7.3,1,0.199,0,1,1,Danger
8,17,7,1.2,0.198,1,1,1,Danger
8,18,6.6,1.13,0.18,1,1,1,Danger
8,19,8.6,0.56,0.109,0,0,0,Normal
8,20,9.9,0.51,0.171,0,1,1,Danger
8,21,8,0.78,0.187,0,1,1,Danger
8,22,6,0.99,0.185,0,1,1,Danger
8,23,9.1,1.04,0.221,1,1,1,Danger
8,24,8.6,0.5,0.167,0,0,0,Normal
8,25,4.8,1.2,0.176,1,1,1,Danger
8,26,2.3,1.28,0.187,1,1,1,Danger
8,27,7.3,1.11,0.189,1,1,1,Danger
8,28,8.3,0.62,0.131,0,0,0,Normal
8,29,4.9,1.04,,1,0,1,Danger
8,30,8.3,0.48,0.121,0,0,0,Normal
8,31,1.8,1.09,0.157,1,0,1,Danger
9,1,0.1,1.29,0.168,1,0,1,Danger
9,2,2.3,1.07,0.146,1,0,1,Danger
9,3,3.8,1.14,0.153,1,0,1,Danger
9,4,5.5,1.07,0.163,1,0,1,Danger
9,5,9.6,0.3,0.057,0,0,0,Normal
9,6,9.9,0.31,0.06,0,0,0,Normal
9,7,4,1.11,0.154,1,0,1,Danger
9,8,3.9,1.15,0.155,1,0,1,Danger
9,9,5.3,,0.125,0,0,0,Normal
9,10,8.6,,0.103,0,0,0,Normal
9,11,6.6,,0.126,0,0,0,Normal
9,12,0.4,,0.162,0,0,0,Normal
9,13,0,0.96,0.205,0,1,1,Danger
9,14,0.1,0.69,0.201,0,1,1,Danger
9,15,4.5,0.92,0.212,0,1,1,Danger
9,16,3.8,0.81,0.204,0,1,1,Danger
9,17,2.9,0.89,0.192,0,1,1,Danger
9,18,1.8,0.81,0.179,0,1,1,Danger
9,19,6.8,0.42,0.106,0,0,0,Normal
9,20,2.1,0.91,,0,0,0,Normal
9,21,1.1,0.72,,0,0,0,Normal
9,22,3,0.85,,0,0,0,Normal
9,23,7.9,0.56,0.192,0,1,1,Danger
9,24,8,0.43,0.154,0,0,0,Normal
9,25,3.4,0.71,0.188,0,1,1,Danger
9,26,5.1,0.68,0.206,0,1,1,Danger
9,27,7.9,0.59,0.223,0,1,1,Danger
9,29,4,0.88,0.206,0,1,1,Danger
9,30,1.4,0.92,0.187,0,1,1,Danger
10,1,9.4,0.22,0.057,0,0,0,Normal
10,2,3.4,,0.211,0,1,1,Danger
10,3,4.8,,0.217,0,1,1,Danger
10,4,4.1,,0.216,0,1,1,Danger
10,5,7.5,0.49,0.141,0,0,0,Normal
10,6,6.6,0.58,0.195,0,1,1,Danger
10,7,3.9,0.65,0.178,0,1,1,Danger
10,8,3.3,0.72,0.19,0,1,1,Danger
10,9,3.8,0.71,0.2,0,1,1,Danger
10,10,9,0.49,0.159,0,0,0,Normal
10,11,9.9,0.37,0.159,0,0,0,Normal
10,12,6.8,0.26,0.113,0,0,0,Normal
10,13,3.3,0.69,0.181,0,1,1,Danger
10,14,5,0.65,0.176,0,1,1,Danger
10,15,5.5,0.62,0.197,0,1,1,Danger
10,16,7.3,0.46,0.165,0,0,0,Normal
10,17,2.6,0.53,0.16,0,0,0,Normal
10,18,9.1,0.3,0.103,0,0,0,Normal
10,19,2.6,0.61,0.174,0,1,1,Danger
10,20,0.3,0.62,0.149,0,0,0,Normal
10,21,0,0.6,0.141,0,0,0,Normal
10,22,1,0.62,0.147,0,0,0,Normal
10,23,1.1,0.58,0.138,0,0,0,Normal
10,24,2.4,0.55,0.126,0,0,0,Normal
10,25,2.6,0.57,0.143,0,0,0,Normal
10,26,7.9,0.47,0.136,0,0,0,Normal
10,27,2.8,0.52,0.149,0,0,0,Normal
10,28,0,0.58,0.144,0,0,0,Normal
10,29,0.6,0.51,0.147,0,0,0,Normal
10,30,0,0.58,0.145,0,0,0,Normal
10,31,2,0.56,0.138,0,0,0,Normal
11,1,,0.4,0.107,0,0,0,Normal
11,2,,0.39,0.112,0,0,0,Normal
11,3,,0.35,0.107,0,0,0,Normal
11,4,,0.45,0.097,0,0,0,Normal
11,5,,0.52,0.111,0,0,0,Normal
11,6,,0.47,0.123,0,0,0,Normal
11,7,,0.42,0.123,0,0,0,Normal
11,8,,0.45,0.122,0,0,0,Normal
11,9,,0.46,0.111,0,0,0,Normal
11,10,,0.2,0.092,0,0,0,Normal
11,11,,0.48,0.103,0,0,0,Normal
11,12,,0.45,0.103,0,0,0,Normal
11,13,,0.28,0.083,0,0,0,Normal
11,14,,0.42,0.081,0,0,0,Normal
11,15,,0.42,0.085,0,0,0,Normal
11,16,,0.44,0.087,0,0,0,Normal
11,17,,0.17,0.072,0,0,0,Normal
11,18,,0.46,0.097,0,0,0,Normal
11,19,,0.31,0.077,0,0,0,Normal
11,20,,0.33,0.079,0,0,0,Normal
11,21,,0.43,0.084,0,0,0,Normal
11,22,,0.27,0.064,0,0,0,Normal
11,23,,0.35,0.089,0,0,0,Normal
11,24,,0.3,0.084,0,0,0,Normal
11,25,,0.3,0.067,0,0,0,Normal
11,26,,0.32,0.056,0,0,0,Normal
11,27,,0.41,0.077,0,0,0,Normal
11,28,,0.34,0.085,0,0,0,Normal
11,29,,0.38,0.085,0,0,0,Normal
11,30,,0.39,0.077,0,0,0,Normal
12,1,,0.4,0.078,0,0,0,Normal
12,2,,0.31,0.061,0,0,0,Normal
12,3,,0.23,0.057,0,0,0,Normal
12,4,,0.34,0.065,0,0,0,Normal
12,5,,0.32,0.05,0,0,0,Normal
12,6,,0.36,0.056,0,0,0,Normal
12,7,,0.3,0.053,0,0,0,Normal
12,8,,0.34,0.056,0,0,0,Normal
12,9,,0.26,0.059,0,0,0,Normal
12,10,,0.22,0.057,0,0,0,Normal
12,11,,0.18,0.037,0,0,0,Normal
12,12,,0.29,0.058,0,0,0,Normal
12,13,,0.39,0.073,0,0,0,Normal
12,14,,0.29,0.073,0,0,0,Normal
12,15,,0.24,0.059,0,0,0,Normal
12,16,,0.31,0.056,0,0,0,Normal
12,17,,0.35,0.059,0,0,0,Normal
12,18,,0.3,0.054,0,0,0,Normal
12,19,,0.35,0.058,0,0,0,Normal
12,20,,0.22,0.046,0,0,0,Normal
12,21,,0.38,0.066,0,0,0,Normal
12,22,,0.3,0.06,0,0,0,Normal
12,23,,0.3,0.06,0,0,0,Normal
12,24,,0.11,0.045,0,0,0,Normal
12,25,,0.38,0.066,0,0,0,Normal
12,26,,0.34,0.063,0,0,0,Normal
12,27,,0.38,0.067,0,0,0,Normal
12,28,,0.2,0.039,0,0,0,Normal
12,29,,0.23,0.049,0,0,0,Normal
12,30,,0.1,0.022,0,0,0,Normal
12,31,,0.33,0.052,0,0,0,Normal
